bus,p_nom,carrier,entry,exit,efficiency,start_up_cost,ramp_limit_up,ramp_limit_down,p_min_pu,min_up_time,min_down_time,var_om,p_nom_max,p_nom_min,invest_status
ITS1,811.7844039883554,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,811.7844039883554,0.01,existing
ITSA,8.048406804705701,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,8.048406804705701,0.01,existing
ITSI,578.8540423462845,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,578.8540423462845,0.01,existing
LT00,17.405835543766592,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,17.405835543766592,0.01,existing
LT00,10.73209549071619,OCGT,2030,inf,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,10.73209549071619,0.01,existing
LUG1,1.475807151496887,OCGT,2028,2030.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,1.475807151496887,0.01,existing
LUG1,1.264977558425903,OCGT,2028,2033.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,1.264977558425903,0.01,existing
MD00,158.4514462809917,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,158.4514462809917,0.01,existing
MK00,241.57894736842107,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,241.57894736842107,0.01,existing
MK00,118.42105263157893,OCGT,2030,inf,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,118.42105263157893,0.01,existing
MT00,74.84450554019926,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,74.84450554019926,0.01,existing
MT00,31.62443896064758,OCGT,2030,inf,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,31.62443896064758,0.01,existing
NL00,164.55905932656333,OCGT,2028,2030.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,164.55905932656333,0.01,existing
NL00,34.790219134152835,OCGT,2028,2035.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,34.790219134152835,0.01,existing
NL00,523.2202030999467,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,523.2202030999467,0.01,existing
NL00,13.228220203099909,OCGT,2033,inf,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,13.228220203099909,0.01,existing
PT00,12.165668662674626,OCGT,2028,2033.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,12.165668662674626,0.01,existing
PT00,9.60447526000629,OCGT,2028,2035.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,9.60447526000629,0.01,existing
PT00,30.130265784220974,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,30.130265784220974,0.01,existing
PT00,2.452463494064496,OCGT,2030,inf,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,2.452463494064496,0.01,existing
RO00,395.88844044292654,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,395.88844044292654,0.01,existing
RO00,104.9718513919072,OCGT,2030,inf,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,104.9718513919072,0.01,existing
RO00,8.503570319776486,OCGT,2033,inf,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,8.503570319776486,0.01,existing
RS00,79.62093862815887,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,79.62093862815887,0.01,existing
SE01,58.56688191881919,OCGT,2028,2030.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,58.56688191881919,0.01,existing
SE03,32.60424354243543,OCGT,2028,2033.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,32.60424354243543,0.01,existing
SE03,108.68081180811808,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,108.68081180811808,0.01,existing
SE04,263.24907749077494,OCGT,2028,2030.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,263.24907749077494,0.01,existing
SI00,29.399999999999977,OCGT,2028,2035.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,29.399999999999977,0.01,existing
SI00,309.5166666666667,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,309.5166666666667,0.01,existing
SI00,59.61666666666662,OCGT,2030,inf,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,59.61666666666662,0.01,existing
SI00,7.350000000000023,OCGT,2033,inf,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,7.350000000000023,0.01,existing
SK00,81.91082760290716,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,81.91082760290716,0.01,existing
SK00,0.5649022593303954,OCGT,2030,inf,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,0.5649022593303954,0.01,existing
UK00,3227.8010699167635,OCGT,2028,2033.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,3227.8010699167635,0.01,existing
UK00,525.3873459328915,OCGT,2028,2035.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,525.3873459328915,0.01,existing
UK00,5790.013114508428,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,5790.013114508428,0.01,existing
UK00,48.490806406327465,OCGT,2030,inf,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,48.490806406327465,0.01,existing
UKNI,374.6441868871383,OCGT,2028,2036.0,0.385,46.595,7.5,7.5,0.325,3.0,3.0,1.35,374.6441868871383,0.01,existing
AT00,640.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,640.0,0.01,existing
AT00,19.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,19.0,0.01,existing
BE00,921.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,921.0,0.01,existing
BG00,80.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,80.0,0.01,existing
BG00,43.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,43.0,0.01,existing
BG00,43.0,biomass,2035,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,43.0,0.01,existing
CH00,166.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,166.0,0.01,existing
CH00,25.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,25.0,0.01,existing
CH00,18.0,biomass,2033,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,18.0,0.01,existing
CH00,9.0,biomass,2035,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,9.0,0.01,existing
CZ00,110.0,biomass,2028,2033.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,110.0,0.01,existing
CZ00,74.0,biomass,2028,2035.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,74.0,0.01,existing
CZ00,766.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,766.0,0.01,existing
CZ00,68.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,68.0,0.01,existing
DE00,1440.0,biomass,2028,2033.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,1440.0,0.01,existing
DE00,960.0,biomass,2028,2035.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,960.0,0.01,existing
DE00,8020.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,8020.0,0.01,existing
DE00,480.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,480.0,0.01,existing
DKE1,3.0,biomass,2028,2033.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,3.0,0.01,existing
DKE1,320.0,biomass,2028,2035.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,320.0,0.01,existing
DKE1,870.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,870.0,0.01,existing
DKW1,1.0,biomass,2028,2030.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,1.0,0.01,existing
DKW1,382.0,biomass,2028,2033.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,382.0,0.01,existing
DKW1,495.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,495.0,0.01,existing
EE00,33.0,biomass,2028,2035.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,33.0,0.01,existing
EE00,119.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,119.0,0.01,existing
ES00,1697.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,1697.0,0.01,existing
ES00,266.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,266.0,0.01,existing
FI00,80.0,biomass,2028,2030.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,80.0,0.01,existing
FI00,168.0,biomass,2028,2035.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,168.0,0.01,existing
FI00,2743.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,2743.0,0.01,existing
FR00,1304.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,1304.0,0.01,existing
FR00,70.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,70.0,0.01,existing
FR00,95.0,biomass,2033,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,95.0,0.01,existing
FR00,21.0,biomass,2035,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,21.0,0.01,existing
GR00,63.0,biomass,2028,2030.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,63.0,0.01,existing
GR00,76.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,76.0,0.01,existing
GR03,3.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,3.0,0.01,existing
HR00,99.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,99.0,0.01,existing
HR00,51.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,51.0,0.01,existing
HR00,96.0,biomass,2033,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,96.0,0.01,existing
HU00,27.0,biomass,2028,2033.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,27.0,0.01,existing
HU00,75.0,biomass,2028,2035.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,75.0,0.01,existing
HU00,257.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,257.0,0.01,existing
IE00,118.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,118.0,0.01,existing
ITCA,172.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,172.0,0.01,existing
ITCN,30.0,biomass,2028,2030.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,30.0,0.01,existing
ITCN,135.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,135.0,0.01,existing
ITCS,61.0,biomass,2028,2030.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,61.0,0.01,existing
ITCS,278.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,278.0,0.01,existing
ITN1,569.0,biomass,2028,2030.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,569.0,0.01,existing
ITN1,1219.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,1219.0,0.01,existing
ITS1,31.0,biomass,2028,2030.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,31.0,0.01,existing
ITS1,377.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,377.0,0.01,existing
ITSA,94.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,94.0,0.01,existing
ITSI,94.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,94.0,0.01,existing
LT00,150.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,150.0,0.01,existing
LUG1,99.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,99.0,0.01,existing
LUG1,6.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,6.0,0.01,existing
LUG1,6.0,biomass,2033,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,6.0,0.01,existing
LV00,156.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,156.0,0.01,existing
LV00,10.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,10.0,0.01,existing
MD00,3.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,3.0,0.01,existing
MK00,31.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,31.0,0.01,existing
NL00,890.5,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,890.5,0.01,existing
NL00,1630.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,1630.0,0.01,existing
NL00,22.5,biomass,2035,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,22.5,0.01,existing
PT00,994.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,994.0,0.01,existing
PT00,199.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,199.0,0.01,existing
PT00,74.0,biomass,2033,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,74.0,0.01,existing
PT00,23.0,biomass,2035,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,23.0,0.01,existing
RO00,140.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,140.0,0.01,existing
RO00,10.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,10.0,0.01,existing
RO00,30.0,biomass,2033,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,30.0,0.01,existing
RO00,20.0,biomass,2035,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,20.0,0.01,existing
SE01,179.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,179.0,0.01,existing
SE02,746.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,746.0,0.01,existing
SE03,200.0,biomass,2028,2033.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,200.0,0.01,existing
SE03,1902.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,1902.0,0.01,existing
SE04,92.0,biomass,2028,2030.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,92.0,0.01,existing
SE04,661.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,661.0,0.01,existing
SI00,15.5,biomass,2028,2030.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,15.5,0.01,existing
SI00,47.5,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,47.5,0.01,existing
SI00,1.5,biomass,2033,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,1.5,0.01,existing
SI00,1.0,biomass,2035,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,1.0,0.01,existing
SK00,120.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,120.0,0.01,existing
SK00,4.0,biomass,2030,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,4.0,0.01,existing
SK00,11.0,biomass,2033,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,11.0,0.01,existing
SK00,8.0,biomass,2035,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,8.0,0.01,existing
UK00,37.0,biomass,2028,2030.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,37.0,0.01,existing
UK00,4186.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,4186.0,0.01,existing
UK00,372.0,biomass,2033,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,372.0,0.01,existing
UK00,540.0,biomass,2035,inf,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,540.0,0.01,existing
UKNI,18.0,biomass,2028,2036.0,0.41,45.42,9.0,9.0,0.2,5.0,5.0,1.1,18.0,0.01,existing
BG00,168.0,coal,2028,2036.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,168.0,0.01,existing
DE00,653.0,coal,2028,2030.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,653.0,0.01,existing
DE00,2829.0,coal,2028,2033.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,2829.0,0.01,existing
DE00,3455.0,coal,2028,2035.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,3455.0,0.01,existing
DKE1,70.0,coal,2028,2035.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,70.0,0.01,existing
DKE1,150.0,coal,2028,2036.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,150.0,0.01,existing
DKW1,411.0,coal,2028,2030.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,411.0,0.01,existing
DKW1,70.0,coal,2035,inf,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,70.0,0.01,existing
FI00,230.0,coal,2028,2033.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,230.0,0.01,existing
FI00,218.0,coal,2028,2035.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,218.0,0.01,existing
FI00,240.0,coal,2028,2036.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,240.0,0.01,existing
HR00,290.0,coal,2028,2035.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,290.0,0.01,existing
HU00,71.0,coal,2028,2030.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,71.0,0.01,existing
ITSA,267.0,coal,2028,2030.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,267.0,0.01,existing
MD00,550.0,coal,2028,2036.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,550.0,0.01,existing
NL00,3381.0,coal,2028,2030.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,3381.0,0.01,existing
RO00,135.0,coal,2028,2033.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,135.0,0.01,existing
SI00,84.0,coal,2028,2035.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,84.0,0.01,existing
SK00,291.0,coal,2028,2036.0,0.3975,53.055,1.7999999999999998,3.0,0.325,6.5,6.5,4.125,291.0,0.01,existing
BE00,2056.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,2056.0,0.01,existing
BG00,2000.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,2000.0,0.01,existing
BG00,1200.0,nuclear,2035,inf,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,1200.0,0.01,existing
CH00,365.0,nuclear,2028,2033.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,365.0,0.01,existing
CH00,365.0,nuclear,2028,2035.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,365.0,0.01,existing
CH00,2230.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,2230.0,0.01,existing
CZ00,4099.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,4099.0,0.01,existing
CZ00,285.0,nuclear,2035,inf,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,285.0,0.01,existing
ES00,1006.0,nuclear,2028,2030.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,1006.0,0.01,existing
ES00,3051.0,nuclear,2028,2033.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,3051.0,0.01,existing
ES00,2049.0,nuclear,2028,2035.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,2049.0,0.01,existing
FI00,4572.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,4572.0,0.01,existing
FR00,63020.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,63020.0,0.01,existing
HU00,1917.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,1917.0,0.01,existing
HU00,2360.0,nuclear,2033,inf,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,2360.0,0.01,existing
NL00,486.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,486.0,0.01,existing
RO00,650.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,650.0,0.01,existing
RO00,650.0,nuclear,2030,inf,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,650.0,0.01,existing
RO00,439.0,nuclear,2033,inf,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,439.0,0.01,existing
RO00,1348.0,nuclear,2035,inf,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,1348.0,0.01,existing
SE03,6981.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,6981.0,0.01,existing
SE03,1100.0,nuclear,2035,inf,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,1100.0,0.01,existing
SI00,700.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,700.0,0.01,existing
SK00,2776.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,2776.0,0.01,existing
SK00,39.0,nuclear,2030,inf,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,39.0,0.01,existing
SK00,15.0,nuclear,2035,inf,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,15.0,0.01,existing
UK00,810.0,nuclear,2028,2030.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,810.0,0.01,existing
UK00,2900.0,nuclear,2028,2036.0,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,2900.0,0.01,existing
UK00,1670.0,nuclear,2033,inf,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,1670.0,0.01,existing
UK00,1432.0,nuclear,2035,inf,0.33,21.0,3.0,3.0,0.4,12.0,12.0,9.0,1432.0,0.01,existing
AT00,122.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,122.0,0.01,existing
BE00,140.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,140.0,0.01,existing
CY00,345.0,oil,2028,2030.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,345.0,0.01,existing
CY00,150.0,oil,2028,2033.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,150.0,0.01,existing
CY00,98.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,98.0,0.01,existing
DE00,293.0,oil,2028,2030.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,293.0,0.01,existing
DE00,500.0,oil,2028,2033.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,500.0,0.01,existing
DE00,346.0,oil,2028,2035.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,346.0,0.01,existing
DE00,322.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,322.0,0.01,existing
DKE1,4.0,oil,2028,2030.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,4.0,0.01,existing
DKE1,577.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,577.0,0.01,existing
DKW1,32.0,oil,2028,2030.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,32.0,0.01,existing
DKW1,14.0,oil,2028,2033.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,14.0,0.01,existing
DKW1,111.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,111.0,0.01,existing
FI00,41.0,oil,2028,2030.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,41.0,0.01,existing
FR00,1331.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,1331.0,0.01,existing
GR03,144.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,144.0,0.01,existing
HR00,303.0,oil,2028,2033.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,303.0,0.01,existing
HU00,495.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,495.0,0.01,existing
IE00,208.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,208.0,0.01,existing
ITCN,23.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,23.0,0.01,existing
ITCS,96.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,96.0,0.01,existing
ITN1,15.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,15.0,0.01,existing
ITSA,65.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,65.0,0.01,existing
MT00,175.0,oil,2028,2033.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,175.0,0.01,existing
SE03,142.0,oil,2028,2030.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,142.0,0.01,existing
SK00,242.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,242.0,0.01,existing
UK00,399.0,oil,2028,2030.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,399.0,0.01,existing
UK00,198.0,oil,2028,2033.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,198.0,0.01,existing
UK00,108.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,108.0,0.01,existing
UKNI,390.0,oil,2028,2036.0,0.356,51.6,4.8,4.8,0.5,5.2,5.2,2.86,390.0,0.01,existing
